id,loan,contact,month,dayofweek,duration,campaign,pdays,previous,poutcome,empvarrate,conspriceidx,consconfidx,euribor3m,nremployed,label
17731,yes,cellular,jul,tue,218,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17732,no,cellular,jul,tue,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17733,unknown,cellular,jul,tue,1569,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17734,no,telephone,jul,tue,7,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17735,no,cellular,jul,tue,69,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17736,no,cellular,jul,tue,122,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17737,no,cellular,jul,tue,162,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17738,unknown,cellular,jul,tue,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17739,no,cellular,jul,tue,179,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17740,yes,cellular,jul,tue,83,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17741,no,cellular,jul,tue,165,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17742,no,cellular,jul,tue,301,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17743,no,cellular,jul,tue,466,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17744,no,cellular,jul,tue,117,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17745,no,telephone,jul,tue,165,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17746,yes,cellular,jul,tue,25,21,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17747,no,cellular,jul,tue,318,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17748,no,cellular,jul,tue,112,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17749,no,cellular,jul,tue,241,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17750,no,cellular,jul,tue,710,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17751,yes,cellular,jul,tue,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17752,no,cellular,jul,tue,116,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17753,no,cellular,jul,tue,609,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17754,yes,cellular,jul,tue,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17755,no,cellular,jul,tue,164,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17756,no,cellular,jul,tue,129,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17757,no,cellular,jul,tue,149,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17758,no,cellular,jul,tue,600,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17759,no,cellular,jul,tue,206,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17760,yes,cellular,jul,tue,102,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17761,no,telephone,jul,tue,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17762,no,cellular,jul,tue,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17763,no,cellular,jul,tue,893,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17764,no,cellular,jul,tue,43,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17765,yes,cellular,jul,tue,336,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17766,no,cellular,jul,tue,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17767,no,cellular,jul,tue,70,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17768,no,cellular,jul,tue,55,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17769,no,cellular,jul,tue,293,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17770,no,cellular,jul,tue,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17771,no,telephone,jul,tue,237,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17772,no,cellular,jul,tue,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17773,no,cellular,jul,tue,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17774,no,cellular,jul,tue,299,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17775,no,cellular,jul,tue,24,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17776,no,cellular,jul,tue,497,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17777,no,cellular,jul,tue,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17778,no,cellular,jul,tue,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17779,no,cellular,jul,tue,60,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17780,no,cellular,jul,tue,48,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17781,no,cellular,jul,tue,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17782,no,cellular,jul,tue,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17783,no,cellular,jul,tue,167,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17784,no,cellular,jul,tue,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17785,no,cellular,jul,tue,98,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17786,no,cellular,jul,tue,345,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17787,no,cellular,jul,tue,165,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17788,no,cellular,jul,tue,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17789,no,telephone,jul,tue,55,15,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17790,no,telephone,jul,tue,647,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17791,no,cellular,jul,tue,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17792,no,cellular,jul,tue,33,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17793,no,cellular,jul,tue,96,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17794,no,cellular,jul,tue,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17795,no,cellular,jul,tue,91,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17796,yes,cellular,jul,tue,285,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17797,no,cellular,jul,tue,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17798,no,cellular,jul,tue,155,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17799,no,cellular,jul,tue,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17800,no,cellular,jul,tue,305,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17801,no,cellular,jul,tue,261,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17802,yes,cellular,jul,tue,446,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17803,no,cellular,jul,tue,248,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17804,no,cellular,jul,tue,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17805,no,cellular,jul,tue,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17806,unknown,cellular,jul,tue,105,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17807,no,cellular,jul,tue,57,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17808,no,cellular,jul,tue,221,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17809,no,cellular,jul,tue,2516,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17810,yes,cellular,jul,tue,72,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17811,no,cellular,jul,tue,361,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17812,no,cellular,jul,tue,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17813,no,cellular,jul,tue,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17814,no,cellular,jul,tue,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17815,yes,cellular,jul,tue,64,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17816,no,cellular,jul,tue,522,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17817,no,cellular,jul,tue,213,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17818,yes,cellular,jul,tue,137,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17819,yes,telephone,jul,tue,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17820,no,cellular,jul,tue,57,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17821,no,cellular,jul,tue,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17822,no,cellular,jul,tue,208,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17823,no,cellular,jul,tue,735,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17824,no,cellular,jul,tue,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17825,no,cellular,jul,tue,46,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17826,no,telephone,jul,tue,28,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17827,no,cellular,jul,tue,121,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17828,yes,cellular,jul,tue,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17829,yes,cellular,jul,tue,394,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17830,no,cellular,jul,tue,189,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17831,yes,cellular,jul,tue,797,14,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17832,no,cellular,jul,tue,204,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17833,no,cellular,jul,tue,212,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17834,yes,cellular,jul,tue,255,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17835,yes,cellular,jul,tue,196,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17836,no,telephone,jul,tue,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17837,no,telephone,jul,tue,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17838,no,telephone,jul,tue,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17839,no,cellular,jul,tue,47,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17840,yes,telephone,jul,tue,24,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17841,no,telephone,jul,tue,35,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17842,no,cellular,jul,tue,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17843,no,cellular,jul,tue,538,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17844,no,cellular,jul,tue,520,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17845,no,cellular,jul,tue,283,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17846,no,cellular,jul,tue,153,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17847,no,cellular,jul,tue,82,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17848,no,cellular,jul,tue,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17849,no,cellular,jul,tue,533,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17850,no,cellular,jul,tue,60,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17851,no,cellular,jul,tue,569,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17852,no,cellular,jul,tue,300,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17853,no,cellular,jul,tue,422,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17854,no,cellular,jul,tue,100,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17855,yes,cellular,jul,tue,129,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17856,no,cellular,jul,tue,57,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17857,no,cellular,jul,tue,199,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17858,no,cellular,jul,tue,56,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17859,no,cellular,jul,tue,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17860,no,cellular,jul,tue,207,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17861,yes,cellular,jul,tue,1186,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17862,no,cellular,jul,tue,454,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17863,yes,cellular,jul,tue,337,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17864,no,telephone,jul,tue,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17865,no,cellular,jul,tue,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17866,no,cellular,jul,tue,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17867,no,cellular,jul,tue,20,18,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17868,no,cellular,jul,tue,52,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17869,yes,cellular,jul,tue,113,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17870,no,cellular,jul,tue,328,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17871,no,cellular,jul,tue,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17872,no,cellular,jul,tue,1058,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17873,no,cellular,jul,tue,114,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17874,no,cellular,jul,tue,121,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17875,yes,cellular,jul,tue,45,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17876,no,cellular,jul,tue,187,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17877,no,cellular,jul,tue,369,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17878,no,telephone,jul,tue,143,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17879,no,cellular,jul,tue,277,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17880,yes,cellular,jul,tue,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17881,no,cellular,jul,tue,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17882,no,telephone,jul,tue,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17883,yes,cellular,jul,tue,180,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17884,no,telephone,jul,tue,317,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17885,no,cellular,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17886,no,cellular,jul,tue,104,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17887,no,cellular,jul,tue,665,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17888,yes,cellular,jul,tue,125,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17889,yes,cellular,jul,tue,246,17,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17890,no,cellular,jul,tue,33,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17891,no,cellular,jul,tue,95,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17892,no,cellular,jul,tue,277,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17893,no,cellular,jul,tue,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17894,no,telephone,jul,tue,38,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17895,no,telephone,jul,tue,790,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17896,no,cellular,jul,tue,635,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17897,no,cellular,jul,tue,597,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17898,no,telephone,jul,tue,77,34,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17899,no,cellular,jul,tue,62,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17900,no,cellular,jul,tue,72,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17901,yes,cellular,jul,tue,171,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17902,no,telephone,jul,tue,665,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17903,no,cellular,jul,tue,110,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17904,no,cellular,jul,tue,77,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17905,no,cellular,jul,tue,226,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17906,no,cellular,jul,tue,367,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17907,no,cellular,jul,tue,509,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17908,no,cellular,jul,tue,228,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17909,no,cellular,jul,tue,935,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17910,no,telephone,jul,tue,129,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17911,no,cellular,jul,tue,313,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17912,no,cellular,jul,tue,80,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17913,no,telephone,jul,tue,375,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17914,yes,cellular,jul,tue,194,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17915,no,cellular,jul,tue,94,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17916,no,cellular,jul,tue,97,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17917,yes,cellular,jul,tue,197,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17918,no,cellular,jul,tue,403,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17919,no,telephone,jul,tue,616,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17920,yes,telephone,jul,tue,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17921,yes,cellular,jul,tue,816,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17922,yes,cellular,jul,tue,268,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17923,no,telephone,jul,tue,99,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17924,no,cellular,jul,tue,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17925,no,cellular,jul,tue,123,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17926,unknown,cellular,jul,tue,246,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17927,unknown,cellular,jul,tue,263,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17928,no,cellular,jul,tue,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17929,no,cellular,jul,tue,122,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17930,no,cellular,jul,tue,162,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17931,no,cellular,jul,tue,69,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17932,no,cellular,jul,tue,82,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17933,no,cellular,jul,tue,205,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17934,no,cellular,jul,tue,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17935,no,cellular,jul,tue,808,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17936,no,cellular,jul,tue,316,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17937,no,telephone,jul,tue,259,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17938,yes,cellular,jul,tue,110,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17939,no,cellular,jul,tue,64,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17940,no,cellular,jul,tue,110,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17941,yes,telephone,jul,tue,119,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17942,no,cellular,jul,tue,336,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17943,no,cellular,jul,tue,327,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17944,no,telephone,jul,tue,316,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17945,no,telephone,jul,tue,1127,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
17946,no,telephone,jul,tue,1140,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17947,no,cellular,jul,tue,284,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17948,no,cellular,jul,tue,543,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17949,yes,cellular,jul,tue,189,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17950,no,cellular,jul,tue,52,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17951,yes,cellular,jul,tue,223,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17952,yes,cellular,jul,tue,468,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17953,no,cellular,jul,tue,322,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17954,no,cellular,jul,tue,61,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17955,yes,cellular,jul,tue,185,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17956,yes,cellular,jul,tue,347,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17957,no,telephone,jul,tue,399,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17958,no,cellular,jul,tue,340,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17959,no,cellular,jul,tue,637,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17960,no,cellular,jul,tue,60,24,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17961,yes,cellular,jul,tue,234,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17962,no,cellular,jul,tue,165,20,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17963,yes,telephone,jul,tue,308,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17964,no,cellular,jul,tue,75,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17965,no,cellular,jul,tue,242,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17966,yes,cellular,jul,tue,142,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17967,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17968,no,telephone,jul,tue,481,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17969,no,telephone,jul,tue,128,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17970,no,telephone,jul,tue,53,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17971,no,cellular,jul,tue,234,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17972,no,telephone,jul,tue,222,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17973,no,cellular,jul,tue,186,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17974,no,cellular,jul,tue,333,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17975,no,cellular,jul,tue,333,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17976,no,cellular,jul,tue,79,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17977,no,cellular,jul,tue,112,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17978,no,telephone,jul,tue,157,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17979,no,cellular,jul,tue,101,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17980,no,cellular,jul,tue,193,14,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17981,no,telephone,jul,tue,863,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17982,no,cellular,jul,tue,590,23,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17983,no,cellular,jul,tue,92,30,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17984,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17985,no,telephone,jul,tue,225,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17986,no,telephone,jul,tue,49,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17987,yes,cellular,jul,tue,88,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17988,no,cellular,jul,tue,825,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17989,no,telephone,jul,tue,254,21,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
17990,no,cellular,jul,wed,11,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
17991,no,cellular,jul,wed,520,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
